x	y	theta1	theta2	steps1	steps2	interval
5.169	1.931	-23.899	-289.223	272	3291	9641
5.169	1.931	-23.931	-289.238	0	0	0
5.168	1.932	-23.963	-289.254	0	0	0
5.168	1.932	-23.995	-289.269	0	0	0
5.168	1.933	-24.028	-289.285	0	0	0
5.168	1.933	-24.060	-289.300	0	0	0
5.168	1.934	-24.092	-289.316	0	0	0
5.167	1.934	-24.124	-289.332	0	0	0
5.167	1.935	-24.156	-289.347	0	0	0
5.167	1.935	-24.189	-289.363	0	0	0
5.167	1.936	-24.221	-289.378	0	0	0
5.167	1.936	-24.253	-289.394	0	0	0
5.166	1.937	-24.285	-289.409	0	0	0
5.166	1.938	-24.318	-289.425	0	0	0
5.166	1.938	-24.350	-289.440	0	0	0
5.166	1.939	-24.382	-289.456	0	0	0
5.165	1.939	-24.414	-289.471	0	0	0
5.165	1.940	-24.446	-289.487	0	0	0
5.165	1.940	-24.479	-289.503	0	0	0
5.165	1.941	-24.511	-289.518	0	0	0
5.165	1.941	-24.543	-289.534	0	0	0
5.164	1.942	-24.575	-289.549	0	0	0
5.164	1.942	-24.607	-289.565	0	0	0
5.164	1.943	-24.640	-289.580	0	0	0
5.164	1.943	-24.672	-289.596	0	0	0
5.164	1.944	-24.704	-289.611	0	0	0
5.163	1.944	-24.736	-289.627	0	0	0
5.163	1.945	-24.768	-289.642	0	0	0
5.163	1.946	-24.801	-289.658	0	0	0
5.163	1.946	-24.833	-289.673	0	0	0
5.163	1.947	-24.865	-289.689	0	0	0
5.162	1.947	-24.897	-289.704	0	0	0
5.162	1.948	-24.930	-289.720	0	0	0
5.162	1.948	-24.962	-289.735	0	0	0
5.162	1.949	-24.994	-289.751	0	0	0
5.161	1.949	-25.026	-289.766	0	0	0
5.161	1.950	-25.058	-289.782	0	0	0
5.161	1.950	-25.091	-289.797	0	0	0
5.161	1.951	-25.123	-289.813	0	0	0
5.161	1.951	-25.155	-289.828	0	0	0
5.160	1.952	-25.187	-289.844	0	0	0
5.160	1.952	-25.219	-289.859	0	0	0
5.160	1.953	-25.252	-289.875	0	0	0
5.160	1.954	-25.284	-289.890	0	0	0
5.160	1.954	-25.316	-289.906	0	0	0
5.159	1.955	-25.348	-289.921	0	0	0
5.159	1.955	-25.348	-289.921	0	0	0
5.159	1.955	-25.380	-289.938	0	0	0
5.159	1.956	-25.412	-289.955	0	0	0
5.159	1.956	-25.444	-289.971	0	0	0
5.159	1.957	-25.476	-289.988	0	0	0
5.158	1.957	-25.508	-290.005	0	0	0
5.158	1.958	-25.540	-290.021	0	0	0
5.158	1.958	-25.572	-290.038	0	0	0
5.158	1.959	-25.604	-290.055	0	0	0
5.158	1.959	-25.636	-290.071	0	0	0
5.157	1.960	-25.668	-290.088	0	0	0
5.157	1.961	-25.700	-290.105	0	0	0
5.157	1.961	-25.732	-290.121	0	0	0
5.157	1.962	-25.764	-290.138	0	0	0
5.157	1.962	-25.795	-290.155	0	0	0
5.157	1.963	-25.827	-290.171	0	0	0
5.156	1.963	-25.859	-290.188	0	0	0
5.156	1.964	-25.891	-290.204	0	0	0
5.156	1.964	-25.923	-290.221	0	0	0
5.156	1.965	-25.955	-290.238	0	0	0
5.156	1.965	-25.987	-290.254	0	0	0
5.155	1.966	-26.019	-290.271	0	0	0
5.155	1.967	-26.051	-290.288	0	0	0
5.155	1.967	-26.083	-290.304	0	0	0
5.155	1.968	-26.115	-290.321	0	0	0
5.155	1.968	-26.147	-290.338	0	0	0
5.154	1.969	-26.179	-290.354	0	0	0
5.154	1.969	-26.211	-290.371	0	0	0
5.154	1.970	-26.243	-290.387	0	0	0
5.154	1.970	-26.275	-290.404	0	0	0
5.154	1.971	-26.307	-290.421	0	0	0
5.154	1.971	-26.338	-290.437	0	0	0
5.153	1.972	-26.370	-290.454	0	0	0
5.153	1.972	-26.402	-290.471	0	0	0
5.153	1.973	-26.434	-290.487	0	0	0
5.153	1.974	-26.466	-290.504	0	0	0
5.153	1.974	-26.498	-290.520	0	0	0
5.152	1.975	-26.530	-290.537	0	0	0
5.152	1.975	-26.562	-290.554	0	0	0
5.152	1.976	-26.594	-290.570	0	0	0
5.152	1.976	-26.626	-290.587	0	0	0
5.152	1.977	-26.658	-290.603	0	0	0
5.151	1.977	-26.690	-290.620	0	0	0
5.151	1.978	-26.722	-290.637	0	0	0
5.151	1.978	-26.754	-290.653	0	0	0
5.151	1.979	-26.786	-290.670	0	0	0
5.151	1.980	-26.818	-290.686	0	0	0
5.151	1.980	-26.818	-290.686	0	0	0
5.151	1.980	-26.849	-290.704	0	0	0
5.150	1.981	-26.880	-290.722	0	0	0
5.150	1.981	-26.912	-290.740	0	0	0
5.150	1.982	-26.943	-290.758	0	0	0
5.150	1.982	-26.974	-290.776	0	0	0
5.150	1.983	-27.006	-290.794	0	0	0
5.150	1.983	-27.037	-290.812	0	0	0
5.149	1.984	-27.068	-290.830	0	0	0
5.149	1.984	-27.100	-290.848	0	0	0
5.149	1.985	-27.131	-290.866	0	0	0
5.149	1.986	-27.163	-290.884	0	0	0
5.149	1.986	-27.194	-290.902	0	0	0
5.149	1.987	-27.225	-290.920	0	0	0
5.148	1.987	-27.257	-290.938	0	0	0
5.148	1.988	-27.288	-290.955	0	0	0
5.148	1.988	-27.319	-290.973	0	0	0
5.148	1.989	-27.351	-290.991	0	0	0
5.148	1.989	-27.382	-291.009	0	0	0
5.148	1.990	-27.413	-291.027	0	0	0
5.148	1.990	-27.445	-291.045	0	0	0
5.147	1.991	-27.476	-291.063	0	0	0
5.147	1.992	-27.507	-291.081	0	0	0
5.147	1.992	-27.539	-291.099	0	0	0
5.147	1.993	-27.570	-291.117	0	0	0
5.147	1.993	-27.602	-291.135	0	0	0
5.147	1.994	-27.633	-291.153	0	0	0
5.146	1.994	-27.664	-291.170	0	0	0
5.146	1.995	-27.696	-291.188	0	0	0
5.146	1.995	-27.727	-291.206	0	0	0
5.146	1.996	-27.758	-291.224	0	0	0
