x	y	theta1	theta2	steps1	steps2	interval
5.679	1.457	14.800	-286.105	69	3	202
5.589	1.521	8.923	-285.932	67	-2	196
5.499	1.585	3.016	-285.688	67	-3	196
5.410	1.651	-2.916	-285.566	67	-1	196
5.326	1.723	-9.006	-285.803	69	3	202
5.252	1.804	-15.212	-286.689	71	10	208
5.189	1.894	-21.509	-288.364	72	19	210
5.445	2.011	-18.985	-302.895	-29	165	483
5.492	1.911	-12.780	-300.128	-71	-31	208
5.559	1.825	-6.514	-298.680	-71	-16	208
5.644	1.754	-0.452	-298.480	-69	-2	202
5.738	1.699	5.234	-299.246	-65	9	190
5.840	1.657	10.569	-300.781	-61	17	178
5.947	1.630	15.332	-303.146	-54	27	158
6.056	1.631	18.921	-306.877	-41	42	123
6.163	1.660	21.187	-311.745	-26	55	161
6.264	1.703	22.709	-317.060	-17	60	175
6.357	1.761	23.287	-322.848	-7	66	193
6.438	1.836	22.745	-328.983	6	70	205
6.504	1.924	21.172	-335.265	18	71	208
6.551	2.023	18.446	-341.471	31	71	208
6.467	2.008	16.107	-338.054	27	-39	114
6.362	1.973	13.889	-332.949	25	-58	169
6.256	1.945	11.398	-328.140	28	-55	161
6.146	1.935	7.999	-323.986	39	-47	137
6.035	1.925	4.649	-319.792	38	-48	140
5.925	1.929	0.740	-316.191	44	-41	128
5.815	1.937	-3.359	-312.731	47	-39	137
5.706	1.950	-7.605	-309.508	48	-37	140
5.600	1.983	-12.621	-307.220	57	-26	166
4.174	7.600	-297.106	-425.981	3237	1351	9483
4.282	7.579	-291.100	-431.556	-68	63	199
4.391	7.558	-285.049	-437.140	-69	64	202
4.500	7.536	-279.016	-442.675	-69	63	202
4.605	7.508	-272.926	-447.896	-69	59	202
4.705	7.459	-266.595	-452.381	-72	51	210
4.804	7.411	-260.264	-456.820	-72	51	210
4.904	7.362	-253.932	-461.212	-72	50	210
4.989	7.294	-247.776	-464.419	-70	36	205
5.070	7.219	-241.632	-467.171	-70	31	205
5.151	7.144	-235.481	-469.846	-70	30	205
5.229	7.066	-229.422	-472.177	-69	27	202
5.289	6.973	-223.807	-473.157	-64	11	187
5.349	6.880	-218.168	-474.043	-64	10	187
5.408	6.787	-212.506	-474.836	-64	9	187
5.465	6.692	-206.938	-475.352	-63	6	184
5.511	6.593	-201.699	-475.081	-60	-3	175
5.555	6.491	-196.503	-474.511	-59	-6	172
5.597	6.389	-191.326	-473.794	-59	-8	172
5.675	6.356	-186.549	-476.733	-54	33	158
5.783	6.375	-181.913	-482.624	-53	67	196
5.892	6.387	-176.944	-488.420	-57	66	193
6.003	6.391	-171.618	-493.981	-61	63	184
6.114	6.386	-166.057	-499.230	-63	60	184
6.223	6.375	-160.317	-504.210	-65	57	190
6.331	6.354	-154.369	-508.815	-68	52	199
6.404	6.392	-151.807	-513.521	-29	54	158
6.450	6.492	-152.283	-518.821	5	60	175
6.503	6.589	-152.215	-524.354	-1	63	184
6.556	6.687	-152.052	-529.861	-2	63	184
6.610	6.784	-151.794	-535.340	-3	62	181
6.663	6.881	-151.438	-540.819	-4	62	181
6.716	6.978	-150.989	-546.239	-5	62	181
6.779	7.067	-149.738	-551.873	-14	64	187
6.863	7.139	-146.951	-558.080	-32	71	208
6.946	7.211	-144.088	-564.281	-33	71	208
7.030	7.284	-141.151	-570.477	-33	70	205
7.114	7.356	-138.141	-576.668	-34	70	205
7.198	7.427	-134.994	-582.822	-36	70	205
7.304	7.458	-129.861	-589.027	-58	71	208
7.410	7.489	-124.697	-595.226	-59	71	208
7.516	7.521	-119.477	-601.451	-59	71	208
7.623	7.552	-114.255	-607.637	-59	70	205
7.729	7.584	-109.004	-613.817	-60	70	205
7.837	7.592	-103.222	-619.450	-66	64	193
7.948	7.588	-97.085	-624.776	-70	61	205
8.058	7.583	-90.943	-630.057	-70	60	205
8.169	7.578	-84.795	-635.290	-70	60	205
8.279	7.574	-78.643	-640.473	-70	59	205
8.390	7.569	-72.486	-645.603	-70	58	205
8.500	7.563	-66.340	-650.595	-70	57	205
8.609	7.543	-60.006	-655.034	-72	50	210
8.717	7.519	-53.671	-659.210	-72	48	210
8.824	7.492	-47.348	-663.129	-72	45	210
8.931	7.463	-41.034	-666.844	-72	42	210
9.037	7.434	-34.726	-670.403	-72	40	210
9.143	7.405	-28.383	-673.861	-72	39	210
9.250	7.375	-22.041	-677.189	-72	38	210
9.357	7.349	-15.738	-680.482	-72	37	210
9.464	7.323	-9.438	-683.700	-72	37	210
9.573	7.301	-3.080	-687.004	-72	38	210
9.682	7.282	3.202	-690.309	-71	38	208
9.791	7.266	9.470	-693.592	-71	37	208
9.900	7.254	15.700	-696.925	-71	38	208
10.011	7.246	21.928	-700.337	-71	39	208
10.121	7.240	28.096	-703.686	-70	38	205
10.231	7.238	34.225	-707.060	-70	38	205
10.341	7.241	40.251	-710.540	-69	40	202
10.306	7.212	38.774	-708.079	17	-28	82
10.199	7.186	33.263	-703.574	63	-51	184
10.090	7.166	27.557	-699.183	65	-50	190
9.980	7.156	21.634	-695.102	67	-46	196
9.870	7.154	15.599	-691.316	69	-43	202
9.759	7.155	9.486	-687.516	70	-43	205
9.649	7.157	3.378	-683.594	69	-45	202
9.539	7.161	-2.728	-679.689	69	-44	202
9.428	7.165	-8.871	-675.681	70	-46	205
9.318	7.170	-15.009	-671.566	70	-47	205
9.208	7.178	-21.167	-667.533	70	-46	205
9.098	7.188	-27.378	-663.451	71	-46	208
8.987	7.200	-33.606	-659.319	71	-47	208
8.928	7.285	-38.300	-660.068	53	9	155
8.870	7.339	-42.351	-659.624	46	-5	134
8.831	7.236	-42.750	-654.060	5	-63	184
8.792	7.133	-43.106	-648.472	4	-64	187
8.752	7.030	-43.442	-642.820	4	-64	187
8.708	7.000	-45.263	-639.778	21	-35	102
8.671	7.104	-49.169	-642.154	44	27	128
8.635	7.208	-52.975	-644.462	43	26	125
8.555	7.259	-58.240	-642.771	60	-19	175
8.446	7.273	-64.421	-638.342	70	-50	205
8.337	7.285	-70.602	-633.761	70	-52	205
8.273	7.367	-75.532	-633.547	56	-2	164
8.217	7.462	-80.216	-633.973	53	5	155
8.179	7.429	-81.734	-631.130	17	-32	93
8.157	7.322	-81.060	-626.599	-8	-52	152
8.135	7.214	-80.282	-622.000	-9	-52	152
8.113	7.106	-79.440	-617.314	-10	-53	155
8.083	7.039	-79.773	-613.641	4	-42	123
8.032	7.138	-84.417	-614.656	53	12	155
7.983	7.237	-88.946	-615.618	52	11	152
7.902	7.276	-94.047	-613.045	58	-29	169
7.794	7.254	-99.513	-607.162	62	-67	196
7.687	7.227	-104.729	-601.194	59	-68	199
7.591	7.265	-110.663	-597.703	68	-40	199
7.501	7.329	-116.727	-595.226	69	-28	202
7.458	7.320	-118.928	-592.816	25	-27	79
7.482	7.213	-115.488	-590.847	-39	-22	114
7.507	7.106	-111.961	-588.788	-40	-23	117
7.533	6.998	-108.354	-586.597	-41	-25	120
7.557	6.891	-104.759	-584.268	-41	-26	120
7.543	6.844	-104.456	-582.094	-3	-25	73
7.466	6.922	-110.248	-581.023	66	-12	193
7.390	7.002	-116.022	-579.919	66	-13	193
7.314	7.014	-120.330	-576.634	49	-37	143
7.242	6.931	-122.287	-570.593	22	-69	202
7.173	6.845	-123.958	-564.577	19	-68	199
7.120	6.748	-124.488	-558.988	6	-64	187
7.073	6.649	-124.534	-553.576	1	-62	181
7.037	6.544	-123.770	-548.457	-9	-58	169
7.008	6.438	-122.547	-543.595	-14	-55	161
6.985	6.329	-120.869	-538.894	-19	-53	155
6.963	6.221	-119.044	-534.208	-21	-53	155
7.065	6.242	-114.432	-539.604	-52	61	178
7.174	6.260	-109.432	-545.163	-57	63	184
7.284	6.264	-103.926	-550.275	-63	58	184
7.394	6.264	-98.297	-555.193	-64	56	187
7.504	6.261	-92.583	-559.949	-65	54	190
7.613	6.246	-86.599	-564.155	-68	48	199
7.718	6.212	-80.337	-567.426	-71	37	208
7.818	6.166	-74.033	-569.936	-72	29	210
7.912	6.109	-67.757	-571.650	-71	20	208
7.997	6.039	-61.623	-572.364	-70	8	205
8.072	5.958	-55.722	-572.055	-67	-4	196
8.134	5.868	-50.221	-570.767	-63	-15	184
8.187	5.771	-45.007	-568.713	-59	-23	172
8.235	5.672	-39.915	-566.319	-58	-27	169
8.283	5.572	-34.801	-563.769	-58	-29	169
8.333	5.474	-29.630	-561.217	-59	-29	172
8.384	5.375	-24.355	-558.580	-60	-30	175
8.439	5.279	-18.942	-556.163	-62	-28	181
8.496	5.185	-13.438	-553.787	-63	-27	184
8.559	5.094	-7.710	-551.673	-65	-24	190
8.627	5.007	-1.870	-549.767	-66	-22	193
8.698	4.923	4.072	-547.976	-68	-20	199
8.776	4.845	10.206	-546.651	-70	-15	205
8.860	4.774	16.415	-545.652	-71	-11	208
8.949	4.709	22.687	-545.022	-71	-7	208
8.988	4.652	26.261	-543.331	-41	-19	120
8.878	4.644	21.087	-539.776	59	-40	172
8.768	4.642	15.771	-536.463	60	-38	175
8.658	4.654	10.029	-533.764	65	-31	190
8.548	4.667	4.299	-530.974	65	-32	190
8.442	4.697	-1.751	-529.096	69	-21	202
8.337	4.731	-7.897	-527.297	70	-20	205
8.238	4.779	-14.143	-526.259	71	-12	208
8.141	4.833	-20.483	-525.491	72	-9	210
8.051	4.895	-26.764	-525.197	71	-3	208
7.966	4.967	-33.081	-525.384	72	2	210
7.883	5.039	-39.307	-525.612	71	3	208
7.807	5.120	-45.452	-526.356	70	8	205
7.737	5.205	-51.424	-527.412	68	12	199
7.673	5.295	-57.246	-528.736	66	15	193
7.613	5.387	-62.924	-530.268	65	17	190
7.558	5.483	-68.466	-532.014	63	20	184
7.502	5.578	-74.015	-533.565	63	18	184
7.442	5.670	-79.662	-534.765	64	14	187
7.372	5.755	-85.572	-535.183	67	5	196
7.289	5.829	-91.788	-534.451	71	-8	208
7.194	5.885	-98.095	-532.461	72	-23	210
7.090	5.920	-104.279	-529.188	70	-37	205
7.016	5.911	-107.660	-525.621	38	-41	120
7.097	5.837	-101.541	-526.439	-70	9	205
7.165	5.750	-95.660	-526.122	-67	-4	196
7.208	5.649	-90.578	-524.128	-58	-23	169
7.225	5.541	-86.491	-520.660	-47	-39	137
7.223	5.430	-83.214	-516.233	-37	-50	146
7.274	5.363	-78.686	-515.629	-52	-7	152
7.374	5.318	-72.462	-517.881	-71	26	208
7.460	5.249	-66.206	-518.454	-71	7	208
7.528	5.163	-60.263	-517.529	-68	-11	199
7.547	5.076	-56.652	-514.577	-41	-34	120
7.437	5.072	-61.799	-510.204	59	-50	172
7.331	5.041	-65.820	-504.742	46	-62	181
7.231	4.995	-69.098	-498.896	37	-67	196
7.137	4.937	-71.595	-492.737	28	-70	205
7.050	4.869	-73.345	-486.488	20	-71	208
6.969	4.794	-74.571	-480.196	14	-72	210
6.889	4.717	-75.523	-473.824	11	-73	213
6.815	4.636	-76.036	-467.519	6	-72	210
6.742	4.553	-76.341	-461.218	3	-72	210
6.673	4.466	-76.239	-454.892	-1	-72	210
6.602	4.396	-76.792	-449.170	6	-65	190
6.552	4.495	-82.623	-451.222	66	23	193
6.502	4.576	-87.791	-452.473	59	14	172
6.488	4.467	-84.379	-447.500	-39	-57	166
6.486	4.356	-80.322	-442.925	-46	-52	152
6.489	4.245	-76.025	-438.446	-49	-51	149
6.499	4.135	-71.402	-434.258	-53	-48	155
6.527	4.029	-66.110	-430.911	-60	-38	175
6.571	3.928	-60.337	-428.287	-66	-30	193
6.604	3.964	-60.350	-431.117	0	32	93
6.642	4.067	-62.684	-436.941	27	66	193
6.693	4.165	-64.189	-443.053	17	70	205
6.752	4.204	-63.126	-447.020	-12	45	131
6.801	4.106	-57.334	-444.671	-66	-27	193
6.859	4.012	-51.289	-442.785	-69	-21	202
6.942	4.009	-47.580	-445.724	-42	33	123
7.011	4.095	-47.783	-452.069	2	72	210
7.074	4.185	-48.292	-458.352	6	71	208
7.128	4.281	-49.342	-464.536	12	70	205
7.113	4.324	-51.562	-465.842	25	15	73
7.007	4.298	-55.320	-460.735	43	-58	169
6.909	4.335	-61.073	-458.586	65	-24	190
6.878	4.430	-65.844	-461.440	54	32	158
6.954	4.509	-65.264	-467.723	-7	71	208
7.012	4.509	-62.650	-469.952	-30	25	87
7.081	4.432	-56.809	-469.299	-66	-7	193
7.174	4.476	-54.164	-474.724	-30	62	181
7.217	4.576	-55.687	-480.671	17	68	199
7.201	4.683	-60.104	-484.622	50	45	146
7.222	4.775	-62.202	-489.314	24	53	155
7.306	4.826	-60.040	-494.731	-25	62	181
7.330	4.720	-55.345	-491.104	-53	-41	155
7.340	4.610	-51.207	-486.714	-47	-50	146
7.337	4.500	-47.577	-481.819	-41	-56	164
7.317	4.392	-44.727	-476.370	-32	-62	181
7.280	4.287	-42.746	-470.403	-23	-68	199
7.252	4.209	-41.217	-465.895	-17	-51	149
7.340	4.274	-39.591	-471.978	-19	69	202
7.415	4.355	-39.018	-478.328	-7	72	210
7.484	4.442	-38.842	-484.651	-2	72	210
7.544	4.527	-38.948	-490.647	1	68	199
7.580	4.425	-33.817	-487.345	-58	-38	169
7.599	4.317	-29.273	-483.137	-52	-48	152
7.594	4.207	-25.704	-478.012	-41	-58	169
7.559	4.103	-23.653	-472.014	-23	-68	199
7.520	3.998	-21.698	-465.886	-22	-70	205
7.476	3.898	-20.027	-459.745	-19	-70	205
7.430	3.798	-18.403	-453.577	-18	-70	205
7.379	3.699	-17.006	-447.311	-16	-71	208
7.327	3.602	-15.645	-441.060	-15	-71	208
7.271	3.507	-14.421	-434.741	-14	-72	210
7.214	3.412	-13.223	-428.450	-14	-72	210
7.154	3.320	-12.130	-422.148	-12	-72	210
7.093	3.228	-11.065	-415.832	-12	-72	210
7.030	3.136	-9.990	-409.450	-12	-73	213
6.956	3.142	-13.310	-407.229	38	-25	111
6.881	3.223	-19.583	-408.355	71	13	208
6.803	3.301	-25.894	-409.192	72	10	210
6.719	3.372	-32.223	-409.430	72	3	210
6.630	3.437	-38.454	-409.115	71	-4	208
6.535	3.493	-44.571	-408.152	70	-11	205
6.434	3.535	-50.358	-406.236	66	-22	193
6.501	3.451	-44.231	-405.039	-70	-14	205
6.570	3.364	-37.930	-403.715	-72	-15	210
6.634	3.274	-31.672	-402.011	-71	-19	208
6.694	3.182	-25.483	-400.002	-70	-23	205
6.749	3.086	-19.362	-397.521	-70	-28	205
6.797	2.987	-13.380	-394.641	-68	-33	199
6.837	2.884	-7.559	-391.288	-66	-38	193
6.868	2.779	-1.971	-387.388	-64	-44	187
6.889	2.671	3.386	-383.035	-61	-50	178
6.902	2.561	8.447	-378.282	-58	-54	169
6.900	2.451	13.026	-372.998	-52	-60	175
6.838	2.404	12.662	-368.785	4	-48	140
6.730	2.390	9.131	-364.601	40	-48	140
6.629	2.345	7.222	-359.216	22	-61	178
6.535	2.288	6.213	-353.443	11	-66	193
6.440	2.231	5.223	-347.623	11	-66	193
6.339	2.188	3.477	-342.219	20	-61	178
6.231	2.172	0.305	-337.851	36	-50	146
6.132	2.212	-5.017	-336.275	61	-18	178
6.117	2.315	-10.206	-340.464	59	48	172
6.166	2.411	-12.730	-346.543	29	69	202
6.252	2.478	-12.547	-352.602	-2	69	202
6.352	2.524	-10.906	-358.139	-19	63	184
6.449	2.576	-9.514	-363.836	-16	65	190
6.522	2.657	-10.210	-370.081	8	71	208
6.564	2.758	-12.937	-376.152	31	69	202
6.575	2.867	-17.106	-381.508	47	61	178
6.501	2.857	-19.567	-378.478	28	-34	99
6.396	2.822	-22.117	-373.222	29	-60	175
6.291	2.787	-24.606	-367.943	28	-60	175
6.182	2.774	-28.082	-363.437	40	-51	149
6.072	2.764	-31.728	-359.017	41	-50	146
5.962	2.760	-35.600	-354.830	44	-48	140
5.851	2.770	-40.032	-351.193	50	-41	146
5.741	2.780	-44.425	-347.506	50	-42	146
5.635	2.809	-49.477	-344.756	57	-31	166
5.530	2.843	-54.729	-342.201	60	-29	175
5.429	2.885	-60.202	-340.067	62	-24	181
5.417	2.801	-56.773	-336.053	-39	-46	134
5.445	2.695	-50.921	-332.646	-67	-39	196
5.506	2.604	-44.659	-331.025	-71	-18	208
5.598	2.543	-38.725	-331.891	-68	10	199
5.699	2.497	-33.114	-333.577	-64	19	187
5.792	2.441	-27.308	-334.551	-66	11	193
5.859	2.355	-21.092	-333.178	-71	-16	208
5.878	2.251	-15.666	-329.167	-62	-46	181
5.803	2.181	-15.038	-323.348	-7	-66	193
5.694	2.178	-18.615	-319.303	41	-46	134
5.589	2.211	-23.683	-316.979	58	-26	169
5.493	2.265	-29.402	-315.822	65	-13	190
5.400	2.324	-35.227	-314.940	66	-10	193
5.302	2.375	-40.853	-313.472	64	-17	187
5.196	2.403	-45.603	-310.655	54	-32	158
5.095	2.405	-48.952	-306.845	38	-43	125
5.091	2.514	-54.265	-311.342	60	51	175
5.097	2.625	-59.310	-316.189	57	55	166
5.113	2.733	-63.862	-321.334	52	59	172
5.143	2.839	-67.819	-326.950	45	64	187
5.175	2.945	-71.622	-332.562	43	64	187
5.225	3.044	-74.487	-338.603	33	69	202
5.274	3.142	-77.287	-344.638	32	69	202
5.332	3.237	-79.519	-350.793	25	70	205
5.396	3.326	-81.229	-357.058	19	71	208
5.461	3.416	-82.862	-363.322	19	71	208
5.529	3.503	-84.135	-369.587	14	71	208
5.490	3.511	-85.948	-368.323	21	-14	61
5.393	3.458	-87.186	-362.257	14	-69	202
5.302	3.396	-87.742	-356.054	6	-71	208
5.216	3.327	-87.686	-349.772	-1	-71	208
5.135	3.252	-87.099	-343.464	-7	-72	210
5.060	3.172	-86.009	-337.147	-12	-72	210
4.982	3.105	-85.575	-331.307	-5	-66	193
4.918	3.195	-91.880	-332.269	72	11	210
4.858	3.287	-98.183	-333.380	72	13	210
4.798	3.380	-104.518	-334.478	72	13	210
4.739	3.473	-110.817	-335.577	72	12	210
4.682	3.568	-117.104	-336.772	72	14	210
4.629	3.665	-123.396	-338.101	72	15	210
4.578	3.762	-129.635	-339.502	71	16	208
4.529	3.862	-135.884	-341.001	71	17	208
4.485	3.963	-142.041	-342.656	70	19	205
4.442	4.065	-148.186	-344.403	70	20	205
4.407	4.170	-154.210	-346.494	69	24	202
4.387	4.277	-159.795	-349.286	64	32	187
4.400	4.386	-164.271	-353.609	51	49	149
4.427	4.492	-168.081	-358.489	43	56	164
4.482	4.480	-165.549	-360.626	-29	24	84
4.543	4.389	-159.277	-360.290	-71	-4	208
4.616	4.306	-152.975	-360.741	-72	5	210
4.700	4.234	-146.775	-361.993	-71	14	208
4.731	4.242	-146.001	-363.660	-9	19	55
4.686	4.343	-152.075	-365.232	69	18	202
4.658	4.449	-157.769	-367.609	65	27	190
4.650	4.559	-162.866	-371.037	58	39	169
4.654	4.669	-167.502	-374.958	53	45	155
4.669	4.778	-171.613	-379.293	47	49	143
4.722	4.820	-171.391	-383.149	-3	44	128
4.800	4.743	-165.096	-384.177	-72	12	210
4.778	4.645	-161.744	-379.861	-38	-49	143
4.784	4.537	-156.923	-376.431	-55	-39	161
4.844	4.447	-150.758	-376.027	-70	-5	205
4.944	4.451	-147.128	-380.698	-41	53	155
4.983	4.549	-149.824	-385.904	31	59	172
5.064	4.479	-143.743	-387.051	-69	13	202
5.121	4.398	-138.063	-386.680	-65	-4	190
5.052	4.315	-137.215	-380.632	-10	-69	202
4.947	4.300	-140.538	-375.388	38	-60	175
4.843	4.339	-146.082	-372.155	63	-37	184
4.874	4.250	-141.073	-370.338	-57	-21	166
4.933	4.157	-134.808	-369.577	-71	-9	208
4.999	4.068	-128.463	-369.220	-72	-4	210
5.071	3.985	-122.169	-369.270	-72	1	210
5.146	4.038	-121.734	-374.516	-5	60	175
5.202	4.133	-123.677	-380.504	22	68	199
5.251	4.229	-125.915	-386.242	25	65	190
5.310	4.138	-119.784	-385.316	-70	-11	205
5.358	4.039	-113.714	-383.637	-69	-19	202
5.391	3.935	-108.020	-381.004	-65	-30	190
5.438	3.969	-107.681	-384.337	-4	38	111
5.475	4.073	-110.664	-389.942	34	64	187
5.498	4.181	-114.256	-395.054	41	58	169
5.501	4.291	-118.711	-399.377	51	49	149
5.501	4.401	-123.264	-403.499	52	47	152
5.496	4.512	-127.931	-407.403	53	44	155
5.463	4.554	-130.966	-407.495	35	1	102
5.416	4.455	-128.848	-401.783	-24	-65	190
5.355	4.415	-129.636	-397.631	9	-47	137
5.287	4.501	-135.880	-397.782	71	2	208
5.217	4.586	-142.205	-397.719	72	-1	210
5.142	4.667	-148.513	-397.217	72	-6	210
5.065	4.747	-154.855	-396.504	72	-8	210
4.986	4.824	-161.199	-395.525	72	-11	210
4.902	4.896	-167.477	-394.097	71	-16	208
4.812	4.959	-173.656	-391.988	70	-24	205
4.716	5.013	-179.678	-389.216	69	-32	202
4.614	5.054	-185.406	-385.706	65	-40	190
4.507	5.075	-190.481	-381.240	58	-51	169
4.431	5.105	-194.624	-378.543	47	-31	137
4.485	5.200	-196.578	-384.099	22	63	184
4.562	5.280	-196.846	-390.241	3	70	205
4.654	5.339	-195.569	-396.518	-15	71	208
4.759	5.373	-192.685	-402.638	-33	70	205
4.763	5.477	-196.618	-405.989	45	38	131
4.767	5.587	-200.747	-409.539	47	40	137
4.797	5.692	-203.569	-414.092	32	52	152
4.852	5.787	-204.794	-419.574	14	62	181
4.924	5.869	-204.691	-425.566	-1	68	199
4.979	5.936	-204.698	-430.178	0	52	152
4.872	5.913	-208.591	-424.208	44	-68	199
4.770	5.871	-211.488	-417.942	33	-71	208
4.679	5.809	-213.048	-411.640	18	-72	210
4.599	5.733	-213.521	-405.489	5	-70	205
4.531	5.647	-212.968	-399.640	-6	-67	196
4.472	5.553	-211.603	-394.050	-16	-64	187
4.415	5.459	-210.063	-388.488	-18	-63	184
4.355	5.366	-208.622	-382.776	-16	-65	190
4.294	5.274	-207.076	-377.050	-18	-65	190
4.234	5.181	-205.428	-371.309	-19	-65	190
4.158	5.101	-204.813	-365.206	-7	-69	202
4.080	5.021	-204.139	-359.016	-8	-70	205
4.003	4.942	-203.360	-352.854	-9	-70	205
3.913	4.880	-203.758	-346.568	5	-72	210
3.819	4.821	-204.241	-340.226	5	-72	210
3.726	4.761	-204.615	-333.885	4	-72	210
3.622	4.726	-206.377	-327.755	20	-70	205
3.517	4.690	-208.062	-321.590	19	-70	205
3.412	4.658	-209.759	-315.495	19	-69	202
3.302	4.645	-212.500	-309.784	31	-65	190
3.192	4.643	-215.686	-304.317	36	-62	181
3.081	4.644	-218.924	-298.908	37	-62	181
2.977	4.660	-222.662	-294.266	43	-53	155
3.060	4.724	-223.477	-300.204	9	68	199
3.147	4.793	-224.367	-306.487	10	71	208
3.233	4.862	-225.143	-312.769	9	71	208
3.305	4.945	-226.890	-318.743	20	68	199
3.378	5.028	-228.585	-324.729	19	68	199
3.444	5.116	-230.571	-330.509	23	66	193
3.504	5.209	-232.873	-336.138	26	64	187
3.565	5.302	-235.082	-341.780	25	64	187
3.617	5.399	-237.611	-347.101	29	61	178
3.667	5.498	-240.241	-352.324	30	59	172
3.717	5.596	-242.770	-357.523	29	59	172
3.765	5.696	-245.295	-362.600	29	58	169
3.813	5.795	-247.716	-367.657	28	58	169
3.868	5.891	-249.595	-372.968	21	60	175
3.934	5.978	-250.607	-378.585	12	64	187
4.012	6.057	-250.665	-384.578	1	68	199
4.100	6.123	-249.646	-390.761	-12	70	205
4.196	6.177	-247.743	-397.070	-22	72	210
4.297	6.220	-245.074	-403.374	-30	72	210
4.404	6.248	-241.471	-409.580	-41	71	208
4.513	6.265	-237.304	-415.579	-47	68	199
4.623	6.269	-232.572	-421.321	-54	65	190
4.733	6.265	-227.517	-426.856	-58	63	184
4.843	6.255	-222.158	-432.187	-61	61	178
4.952	6.233	-216.486	-437.086	-65	56	190
5.032	6.244	-213.201	-441.415	-37	49	143
5.009	6.352	-217.952	-443.166	54	20	158
4.984	6.460	-222.711	-444.741	54	18	158
4.955	6.567	-227.573	-445.965	55	14	161
4.915	6.670	-232.804	-446.431	60	5	175
4.866	6.769	-238.282	-446.258	62	-2	181
4.809	6.863	-243.983	-445.450	65	-9	190
4.742	6.950	-249.913	-443.915	67	-17	196
4.665	7.029	-256.058	-441.590	70	-26	205
4.589	6.984	-258.332	-436.526	26	-58	169
4.513	6.904	-259.382	-430.770	12	-65	190
4.436	6.825	-260.384	-424.995	11	-66	193
4.441	6.903	-262.713	-426.958	27	22	79
4.466	7.010	-265.020	-430.593	26	41	120
4.491	7.118	-267.199	-434.151	25	40	117
4.516	7.225	-269.270	-437.669	24	40	117
4.542	7.333	-271.178	-441.146	22	40	117
4.477	7.314	-273.848	-437.287	30	-44	128
4.387	7.251	-276.341	-431.205	28	-69	202
4.289	7.230	-280.441	-425.541	47	-64	187
