x	y	theta1	theta2	steps1	steps2	interval
1.302	5.109	148.777	68.954	-10	-18	52
1.108	5.108	149.646	70.565	-10	-18	52
0.914	5.107	150.484	72.187	-10	-18	52
0.720	5.106	151.292	73.824	-9	-19	55
0.525	5.104	152.072	75.479	-9	-19	55
0.331	5.103	152.821	77.147	-9	-19	55
0.137	5.101	153.540	78.832	-8	-19	55
0.001	5.043	154.459	79.741	-10	-10	29
0.040	4.878	155.561	78.622	-13	13	38
0.228	4.832	155.217	76.766	4	21	61
0.390	4.728	155.357	74.883	-2	21	61
0.490	4.565	156.146	73.301	-9	18	52
0.550	4.380	157.237	72.007	-12	15	43
0.608	4.195	158.321	70.753	-12	14	41
0.666	4.009	159.397	69.536	-12	14	41
0.723	3.824	160.466	68.347	-12	14	41
0.781	3.638	161.522	67.186	-12	13	38
0.838	3.453	162.567	66.051	-12	13	38
0.895	3.267	163.607	64.934	-12	13	38
0.952	3.081	164.637	63.841	-12	12	35
1.010	2.896	165.662	62.765	-12	12	35
1.067	2.710	166.679	61.710	-12	12	35
1.124	2.525	167.689	60.673	-11	12	35
1.182	2.339	168.697	59.651	-11	12	35
1.239	2.153	169.698	58.646	-11	11	32
1.296	1.968	170.696	57.657	-11	11	32
1.354	1.782	171.692	56.682	-11	11	32
1.412	1.597	172.687	55.720	-11	11	32
1.469	1.411	173.681	54.771	-11	11	32
1.633	1.371	172.798	52.983	10	20	58
1.789	1.424	171.250	51.460	18	17	52
1.849	1.609	169.479	51.249	20	2	58
1.910	1.793	167.750	51.087	20	2	58
1.970	1.978	166.048	50.972	19	1	55
2.031	2.162	164.380	50.903	19	1	55
2.091	2.347	162.738	50.880	19	0	55
2.152	2.531	161.122	50.901	18	0	52
2.213	2.716	159.533	50.966	18	-1	52
2.274	2.900	157.963	51.074	18	-1	52
2.334	3.085	156.411	51.223	18	-2	52
2.395	3.269	154.876	51.413	17	-2	49
2.456	3.454	153.359	51.642	17	-3	49
2.517	3.639	151.852	51.910	17	-3	49
2.578	3.823	150.356	52.216	17	-3	49
2.652	3.814	149.946	51.539	5	8	23
2.719	3.632	150.607	50.130	-8	16	46
2.785	3.449	151.244	48.727	-7	16	46
2.852	3.267	151.857	47.326	-7	16	46
2.918	3.084	152.444	45.925	-7	16	46
2.985	2.902	153.006	44.520	-6	16	46
3.051	2.719	153.542	43.110	-6	16	46
3.118	2.536	154.050	41.695	-6	16	46
3.184	2.354	154.529	40.273	-5	16	46
3.251	2.171	154.977	38.837	-5	16	46
3.318	1.989	155.395	37.388	-5	16	46
3.384	1.807	155.780	35.926	-4	17	49
3.451	1.624	156.130	34.441	-4	17	49
3.518	1.441	156.444	32.936	-4	17	49
3.671	1.376	155.329	30.974	13	22	64
3.840	1.413	153.547	29.286	20	19	58
3.896	1.599	152.180	29.593	16	-3	46
3.951	1.785	150.841	29.942	15	-4	43
4.007	1.971	149.517	30.325	15	-4	43
4.063	2.157	148.206	30.745	15	-5	43
4.119	2.343	146.908	31.198	15	-5	43
4.175	2.529	145.619	31.675	15	-5	43
4.232	2.715	144.333	32.179	15	-6	43
4.289	2.900	143.056	32.713	15	-6	43
4.347	3.086	141.783	33.270	14	-6	41
4.406	3.271	140.507	33.847	15	-7	43
4.464	3.456	139.234	34.453	14	-7	41
4.524	3.641	137.960	35.077	14	-7	41
4.584	3.826	136.680	35.722	15	-7	43
4.645	4.010	135.399	36.397	15	-8	43
4.707	4.195	134.110	37.086	15	-8	43
4.770	4.378	132.810	37.791	15	-8	43
4.840	4.559	131.472	38.459	15	-8	43
4.938	4.725	130.006	38.858	17	-5	49
5.094	4.838	128.400	38.542	18	4	52
5.282	4.880	126.918	37.572	17	11	49
5.472	4.853	125.725	36.122	14	16	46
5.639	4.755	124.996	34.344	8	20	58
5.739	4.592	124.987	32.531	0	21	61
5.749	4.399	125.718	31.085	-8	16	46
5.749	4.205	126.502	29.700	-9	16	46
5.750	4.011	127.261	28.318	-9	16	46
5.750	3.816	127.994	26.936	-8	16	46
5.750	3.622	128.702	25.554	-8	16	46
5.750	3.427	129.385	24.169	-8	16	46
5.750	3.233	130.043	22.782	-7	16	46
5.750	3.039	130.676	21.386	-7	16	46
5.750	2.845	131.284	19.983	-7	16	46
5.750	2.651	131.866	18.567	-7	16	46
5.750	2.456	132.423	17.137	-6	16	46
5.750	2.262	132.952	15.691	-6	16	46
5.750	2.067	133.454	14.225	-6	17	49
5.731	1.875	134.101	12.935	-7	15	43
5.617	1.729	135.517	12.883	-16	1	46
5.429	1.684	137.400	14.355	-21	-17	61
5.276	1.625	139.006	15.431	-18	-12	52
5.288	1.443	139.374	14.000	-4	16	46
5.482	1.443	137.475	12.023	22	22	64
5.677	1.444	135.580	10.082	22	22	64
5.871	1.444	133.693	8.179	21	22	64
6.066	1.444	131.815	6.319	21	21	61
6.260	1.445	129.950	4.509	21	21	61
6.454	1.445	128.097	2.749	21	20	61
6.648	1.446	126.253	1.038	21	19	61
6.842	1.446	124.422	-0.616	21	19	61
6.982	1.501	123.063	-1.234	15	7	43
6.961	1.673	123.089	0.588	0	-21	61
6.767	1.693	124.842	2.331	-20	-20	58
6.580	1.739	126.509	4.305	-19	-22	64
6.470	1.889	127.283	6.548	-9	-26	76
6.451	2.081	127.100	8.346	2	-20	58
6.449	2.276	126.736	9.989	4	-19	55
6.448	2.470	126.333	11.599	5	-18	52
6.447	2.664	125.894	13.183	5	-18	52
6.445	2.859	125.424	14.746	5	-18	52
6.585	2.889	124.182	13.979	14	9	41
6.779	2.883	122.577	12.553	18	16	52
6.973	2.887	120.951	11.256	18	15	52
7.164	2.911	119.303	10.185	19	12	55
7.352	2.962	117.639	9.423	19	9	55
7.532	3.031	116.010	8.919	19	6	55
7.705	3.121	114.412	8.683	18	3	52
7.853	3.245	112.948	8.941	17	-3	49
7.983	3.387	111.600	9.496	15	-6	43
8.090	3.550	110.382	10.371	14	-10	41
8.157	3.731	109.421	11.627	11	-14	41
8.192	3.923	108.663	13.122	9	-17	49
8.198	4.117	108.097	14.776	6	-19	55
8.175	4.309	107.731	16.546	4	-20	58
8.117	4.494	107.610	18.391	1	-21	61
8.025	4.664	107.766	20.264	-2	-21	61
7.897	4.810	108.234	22.081	-5	-21	61
7.745	4.928	108.953	23.790	-8	-19	55
7.570	5.012	109.946	25.318	-11	-17	49
7.384	5.066	111.109	26.682	-13	-16	46
7.193	5.099	112.383	27.914	-14	-14	41
7.000	5.117	113.720	29.062	-15	-13	43
6.806	5.120	115.110	30.123	-16	-12	46
6.612	5.121	116.501	31.196	-16	-12	46
6.418	5.121	117.886	32.291	-16	-12	46
6.224	5.120	119.265	33.413	-16	-13	46
6.030	5.120	120.630	34.562	-16	-13	46
5.835	5.119	121.986	35.739	-15	-13	43
5.641	5.119	123.328	36.942	-15	-14	43
5.447	5.119	124.660	38.172	-15	-14	43
6.648	4.866	117.301	29.010	84	104	304
6.474	4.795	118.846	29.470	-18	-5	52
6.443	4.609	119.813	28.237	-11	14	41
6.441	4.415	120.568	26.772	-9	17	49
6.440	4.221	121.284	25.298	-8	17	49
6.441	4.027	121.960	23.815	-8	17	49
6.442	3.832	122.605	22.324	-7	17	49
6.444	3.638	123.217	20.829	-7	17	49
6.446	3.444	123.801	19.321	-7	17	49
6.447	3.249	124.355	17.802	-6	17	49
6.611	3.187	123.197	16.173	13	19	55
6.805	3.179	121.637	14.799	18	16	52
6.992	3.227	119.992	13.958	19	10	55
7.158	3.323	118.405	13.692	18	3	52
7.287	3.465	117.007	14.083	16	-4	46
7.373	3.637	115.878	15.017	13	-11	38
7.423	3.824	114.972	16.286	10	-14	41
7.438	4.017	114.309	17.805	8	-17	49
7.430	4.211	113.781	19.441	6	-19	55
7.382	4.399	113.537	21.242	3	-20	58
7.297	4.572	113.600	23.102	-1	-21	61
7.168	4.714	114.052	24.932	-5	-21	61
7.004	4.811	114.908	26.599	-10	-19	55
8.370	5.123	103.508	22.702	130	44	380
8.339	4.959	104.348	21.417	-10	15	43
8.472	4.885	103.593	20.222	9	14	41
8.661	4.847	102.261	19.140	15	12	43
8.789	4.711	101.726	17.453	6	19	55
8.813	4.519	102.134	15.665	-5	20	58
8.818	4.325	102.664	13.929	-6	20	58
8.819	4.130	103.189	12.199	-6	20	58
8.820	3.936	103.674	10.461	-6	20	58
8.820	3.742	104.120	8.714	-5	20	58
8.821	3.548	104.529	6.950	-5	20	58
8.822	3.353	104.900	5.168	-4	20	58
8.822	3.159	105.235	3.370	-4	20	58
8.823	2.965	105.533	1.546	-3	21	61
8.823	2.770	105.794	-0.303	-3	21	61
8.824	2.576	106.017	-2.182	-3	21	61
8.824	2.381	106.203	-4.093	-2	22	64
8.825	2.187	106.350	-6.040	-2	22	64
8.817	1.993	106.527	-7.981	-2	22	64
8.769	1.808	107.015	-9.680	-6	19	55
8.608	1.709	108.421	-9.907	-16	3	46
8.417	1.681	110.086	-9.174	-19	-8	55
8.345	1.551	110.743	-10.162	-7	11	32
8.438	1.450	109.939	-11.783	9	18	52
8.632	1.450	108.243	-12.836	19	12	55
8.827	1.450	106.556	-13.822	19	11	55
9.021	1.450	104.882	-14.741	19	10	55
9.215	1.450	103.222	-15.591	19	10	55
9.409	1.450	101.568	-16.375	19	9	55
9.604	1.451	99.926	-17.089	19	8	55
9.798	1.452	98.294	-17.736	19	7	55
9.992	1.455	96.670	-18.297	18	6	52
9.998	1.647	96.662	-16.221	0	-24	70
9.835	1.698	98.025	-15.172	-16	-12	46
9.649	1.747	99.579	-14.020	-18	-13	52
9.546	1.899	100.426	-12.034	-10	-23	67
9.524	2.092	100.548	-9.944	-1	-24	70
9.521	2.286	100.473	-7.945	1	-23	67
9.521	2.480	100.338	-5.987	2	-22	64
9.521	2.674	100.165	-4.065	2	-22	64
9.520	2.869	99.952	-2.167	2	-22	64
9.520	3.063	99.702	-0.294	3	-21	61
9.520	3.258	99.413	1.556	3	-21	61
9.520	3.452	99.085	3.383	4	-21	61
9.520	3.646	98.717	5.195	4	-21	61
9.519	3.840	98.309	6.993	5	-20	58
9.519	4.035	97.861	8.779	5	-20	58
9.519	4.229	97.371	10.555	6	-20	58
9.519	4.424	96.839	12.324	6	-20	58
9.523	4.618	96.230	14.071	7	-20	58
9.592	4.795	95.112	15.468	13	-16	46
9.762	4.875	93.475	15.705	19	-3	55
9.955	4.900	91.826	15.421	19	3	55
9.987	5.067	90.961	16.873	10	-17	49
9.857	5.129	91.790	17.779	-9	-10	29
9.663	5.129	93.368	18.302	-18	-6	52
9.468	5.128	94.929	18.863	-18	-6	52
9.274	5.128	96.476	19.462	-18	-7	52
9.080	5.127	98.006	20.096	-17	-7	49
8.886	5.127	99.524	20.766	-17	-8	49
8.691	5.126	101.031	21.472	-17	-8	49
8.497	5.125	102.530	22.213	-17	-8	49
