x	y	theta1	theta2	steps1	steps2	interval
-0.000	1.934	178.173	70.240	197	-9	577
1.241	2.572	166.673	59.698	131	120	383
2.629	2.339	158.899	45.619	88	160	468
4.497	3.365	139.392	33.639	222	136	650
4.864	2.634	139.429	26.032	0	87	254
0.306	2.529	172.007	68.411	-371	-482	1412
7.371	4.349	113.788	20.896	662	541	1939
9.473	4.459	97.106	12.788	190	92	556
9.673	4.212	96.185	9.910	10	33	96
8.804	1.934	106.664	-8.538	-119	210	615
