x	y	theta1	theta2	steps1	steps2	interval
5.415	1.399	9.340	-274.343	-14	-5	41
5.426	1.380	10.609	-273.858	-14	-6	41
5.437	1.361	11.877	-273.370	-14	-6	41
5.446	1.342	13.104	-272.805	-14	-6	41
5.455	1.321	14.358	-272.162	-14	-7	41
5.463	1.301	15.612	-271.518	-14	-7	41
5.472	1.280	16.865	-270.872	-14	-7	41
5.480	1.260	18.119	-270.225	-14	-7	41
5.486	1.239	19.314	-269.492	-14	-8	41
5.492	1.218	20.529	-268.703	-14	-9	41
5.498	1.196	21.746	-267.912	-14	-9	41
5.504	1.175	22.962	-267.119	-14	-9	41
5.509	1.154	24.142	-266.334	-13	-9	38
5.511	1.132	25.284	-265.388	-13	-11	38
5.514	1.110	26.426	-264.440	-13	-11	38
5.516	1.088	27.570	-263.492	-13	-11	38
5.518	1.065	28.713	-262.542	-13	-11	38
5.518	1.044	29.756	-261.529	-12	-12	35
5.517	1.022	30.786	-260.502	-12	-12	35
5.515	1.000	31.823	-259.427	-12	-12	35
5.513	0.979	32.816	-258.354	-11	-12	35
5.511	0.957	33.783	-257.260	-11	-12	35
5.506	0.936	34.691	-256.121	-10	-13	38
5.502	0.914	35.612	-254.968	-10	-13	38
5.504	0.896	36.588	-254.182	-11	-9	32
5.524	0.900	36.999	-255.043	-5	10	29
5.544	0.909	37.138	-256.147	-2	13	38
5.564	0.919	37.246	-257.239	-1	12	35
5.583	0.929	37.316	-258.382	-1	13	38
5.602	0.940	37.380	-259.497	-1	13	38
5.621	0.952	37.344	-260.687	0	14	41
5.639	0.964	37.310	-261.876	0	14	41
5.657	0.977	37.238	-263.046	1	13	38
5.675	0.988	37.208	-264.168	0	13	38
5.692	0.993	37.496	-264.943	-3	9	26
5.697	0.972	38.700	-264.115	-14	-9	41
5.702	0.950	39.903	-263.276	-14	-10	41
5.707	0.929	41.074	-262.448	-13	-9	38
5.712	0.908	42.254	-261.633	-13	-9	38
5.718	0.887	43.476	-260.814	-14	-9	41
5.725	0.866	44.688	-260.068	-14	-8	41
5.733	0.845	45.935	-259.311	-14	-9	41
5.741	0.825	47.152	-258.610	-14	-8	41
5.749	0.804	48.401	-257.900	-14	-8	41
5.757	0.784	49.629	-257.237	-14	-8	41
5.767	0.764	50.898	-256.576	-14	-8	41
5.777	0.745	52.136	-256.013	-14	-6	41
5.789	0.726	53.406	-255.478	-14	-6	41
5.800	0.707	54.677	-254.941	-14	-6	41
5.812	0.688	55.948	-254.402	-14	-6	41
5.823	0.669	57.219	-253.861	-14	-6	41
5.837	0.653	58.444	-253.520	-14	-4	41
5.852	0.636	59.702	-253.169	-14	-4	41
5.866	0.619	60.960	-252.815	-14	-4	41
5.881	0.602	62.217	-252.459	-14	-4	41
5.896	0.587	63.427	-252.178	-14	-3	41
5.913	0.573	64.639	-252.022	-14	-2	41
5.930	0.558	65.851	-251.864	-14	-2	41
5.947	0.544	67.063	-251.703	-14	-2	41
5.964	0.530	68.275	-251.540	-14	-2	41
5.982	0.518	69.395	-251.531	-13	0	38
6.001	0.507	70.524	-251.574	-13	0	38
6.020	0.496	71.652	-251.614	-13	0	38
6.039	0.484	72.782	-251.652	-13	0	38
6.058	0.474	73.877	-251.699	-12	1	35
6.078	0.464	74.959	-251.848	-12	2	35
6.098	0.455	76.007	-251.995	-12	2	35
6.118	0.446	77.071	-252.157	-12	2	35
6.138	0.437	78.110	-252.326	-12	2	35
6.158	0.429	79.142	-252.517	-12	2	35
6.179	0.422	80.107	-252.811	-11	3	32
6.184	0.429	79.898	-253.309	2	6	17
6.174	0.449	78.627	-253.982	14	8	41
6.164	0.469	77.389	-254.639	14	7	41
6.156	0.489	76.141	-255.407	14	9	41
6.148	0.510	74.893	-256.174	14	9	41
6.139	0.531	73.644	-256.938	14	9	41
6.131	0.551	72.396	-257.702	14	9	41
6.126	0.572	71.226	-258.551	13	10	38
6.121	0.594	70.046	-259.472	13	10	38
6.117	0.616	68.867	-260.391	13	10	38
6.113	0.637	67.719	-261.286	13	10	38
6.108	0.659	66.540	-262.204	13	10	38
6.107	0.680	65.472	-263.219	12	12	35
6.106	0.702	64.379	-264.263	12	12	35
6.105	0.725	63.286	-265.307	12	12	35
6.104	0.747	62.194	-266.349	12	12	35
6.105	0.768	61.182	-267.408	12	12	35
6.108	0.790	60.232	-268.569	11	13	38
6.111	0.812	59.284	-269.730	11	13	38
6.115	0.834	58.337	-270.891	11	13	38
6.118	0.856	57.444	-272.034	10	13	38
6.124	0.877	56.613	-273.247	9	14	41
6.130	0.898	55.783	-274.459	9	14	41
6.144	0.912	55.610	-275.536	2	12	35
6.160	0.898	56.761	-275.382	-13	-2	38
6.175	0.882	57.988	-275.080	-14	-3	41
6.191	0.866	59.252	-274.772	-14	-3	41
6.206	0.851	60.466	-274.527	-14	-3	41
6.224	0.838	61.670	-274.418	-14	-1	41
6.241	0.825	62.830	-274.343	-13	-1	38
6.261	0.815	63.948	-274.457	-13	1	38
6.281	0.806	65.021	-274.597	-12	2	35
6.302	0.800	66.006	-274.942	-11	4	32
6.323	0.794	66.957	-275.291	-11	4	32
6.345	0.790	67.864	-275.749	-10	5	29
6.353	0.802	67.546	-276.580	4	9	26
6.353	0.824	66.500	-277.663	12	12	35
6.353	0.846	65.455	-278.746	12	12	35
6.353	0.868	64.411	-279.828	12	12	35
6.353	0.890	63.397	-280.888	12	12	35
6.354	0.912	62.361	-281.985	12	12	35
6.354	0.934	61.356	-283.056	11	12	35
6.356	0.956	60.393	-284.196	11	13	38
6.360	0.977	59.540	-285.354	10	13	38
6.367	0.998	58.814	-286.557	8	14	41
6.376	1.017	58.197	-287.783	7	14	41
6.388	1.037	57.675	-289.056	6	14	41
6.399	1.056	57.156	-290.328	6	14	41
6.411	1.073	56.751	-291.561	5	14	41
6.425	1.091	56.379	-292.825	4	14	41
6.440	1.107	56.154	-294.033	3	14	41
6.455	1.122	55.962	-295.268	2	14	41
6.472	1.136	55.842	-296.456	1	14	41
6.489	1.151	55.760	-297.667	1	14	41
6.506	1.165	55.681	-298.877	1	14	41
6.522	1.179	55.574	-300.063	1	13	38
6.538	1.195	55.411	-301.292	2	14	41
6.554	1.210	55.251	-302.521	2	14	41
6.570	1.225	55.094	-303.749	2	14	41
6.586	1.241	54.939	-304.977	2	14	41
6.602	1.256	54.786	-306.206	2	14	41
6.618	1.271	54.636	-307.434	2	14	41
6.633	1.287	54.488	-308.661	2	14	41
6.646	1.304	54.157	-309.891	4	14	41
6.659	1.322	53.789	-311.158	4	14	41
6.672	1.340	53.424	-312.425	4	14	41
6.685	1.358	53.061	-313.691	4	14	41
6.698	1.376	52.700	-314.958	4	14	41
6.711	1.394	52.342	-316.225	4	14	41
6.724	1.412	51.986	-317.492	4	14	41
6.735	1.430	51.554	-318.724	5	14	41
6.745	1.450	50.987	-319.984	6	14	41
6.754	1.470	50.422	-321.244	6	14	41
6.764	1.490	49.860	-322.505	6	14	41
6.773	1.510	49.299	-323.765	6	14	41
6.783	1.530	48.741	-325.025	6	14	41
6.792	1.550	48.185	-326.285	6	14	41
6.801	1.570	47.631	-327.546	6	14	41
6.807	1.591	46.906	-328.732	8	13	38
6.813	1.613	46.160	-329.948	8	14	41
6.818	1.634	45.414	-331.164	8	14	41
6.824	1.655	44.671	-332.380	8	14	41
6.830	1.677	43.929	-333.595	8	14	41
6.836	1.698	43.189	-334.810	8	14	41
6.841	1.720	42.451	-336.025	8	14	41
6.846	1.741	41.674	-337.184	9	13	38
6.848	1.763	40.795	-338.337	10	13	38
6.851	1.785	39.918	-339.490	10	13	38
6.853	1.807	39.056	-340.606	10	13	38
6.854	1.829	38.120	-341.712	11	13	38
6.855	1.851	37.186	-342.817	11	13	38
6.856	1.873	36.252	-343.922	11	13	38
6.857	1.895	35.320	-345.026	11	13	38
6.858	1.917	34.412	-346.100	10	12	35
6.859	1.939	33.467	-347.185	11	12	35
6.859	1.961	32.522	-348.269	11	12	35
6.860	1.983	31.579	-349.353	11	12	35
6.860	2.005	30.636	-350.436	11	12	35
6.861	2.027	29.695	-351.518	11	12	35
6.850	2.028	29.279	-351.190	5	-4	14
6.843	2.007	29.929	-349.976	-7	-14	41
6.837	1.986	30.595	-348.776	-8	-14	41
6.831	1.965	31.302	-347.552	-8	-14	41
6.823	1.945	31.878	-346.371	-7	-13	38
6.815	1.924	32.464	-345.121	-7	-14	41
6.806	1.904	33.051	-343.872	-7	-14	41
6.798	1.883	33.641	-342.622	-7	-14	41
6.789	1.863	34.232	-341.372	-7	-14	41
6.781	1.842	34.826	-340.121	-7	-14	41
6.772	1.822	35.422	-338.871	-7	-14	41
6.764	1.801	36.019	-337.621	-7	-14	41
6.754	1.783	36.473	-336.393	-5	-14	41
6.741	1.764	36.832	-335.124	-4	-14	41
6.729	1.746	37.194	-333.855	-4	-14	41
6.716	1.728	37.558	-332.586	-4	-14	41
6.704	1.709	37.925	-331.317	-4	-14	41
6.691	1.691	38.294	-330.049	-4	-14	41
6.679	1.673	38.665	-328.780	-4	-14	41
6.666	1.654	39.039	-327.511	-4	-14	41
6.654	1.636	39.415	-326.242	-4	-14	41
6.641	1.619	39.712	-325.014	-3	-14	41
6.626	1.603	39.891	-323.769	-2	-14	41
6.610	1.587	40.073	-322.523	-2	-14	41
6.595	1.571	40.257	-321.277	-2	-14	41
6.580	1.555	40.445	-320.031	-2	-14	41
6.565	1.539	40.634	-318.785	-2	-14	41
6.549	1.523	40.826	-317.538	-2	-14	41
6.534	1.507	41.021	-316.292	-2	-14	41
6.519	1.491	41.218	-315.046	-2	-14	41
6.504	1.475	41.418	-313.799	-2	-14	41
6.488	1.458	41.621	-312.553	-2	-14	41
6.472	1.445	41.662	-311.378	0	-13	38
6.454	1.431	41.708	-310.172	-1	-14	41
6.437	1.417	41.756	-308.966	-1	-14	41
6.420	1.403	41.806	-307.759	-1	-14	41
6.403	1.389	41.859	-306.552	-1	-14	41
6.386	1.375	41.915	-305.345	-1	-14	41
6.369	1.361	41.973	-304.138	-1	-14	41
6.351	1.347	42.034	-302.931	-1	-14	41
6.334	1.333	42.098	-301.723	-1	-14	41
6.317	1.319	42.164	-300.515	-1	-14	41
6.300	1.305	42.233	-299.307	-1	-14	41
6.283	1.292	42.282	-298.135	-1	-13	38
6.265	1.279	42.258	-296.958	0	-13	38
6.246	1.267	42.237	-295.781	0	-13	38
6.228	1.254	42.218	-294.602	0	-13	38
6.210	1.242	42.202	-293.424	0	-13	38
6.192	1.229	42.187	-292.276	0	-13	38
6.173	1.217	42.125	-291.115	1	-13	38
6.155	1.206	42.066	-289.954	1	-13	38
6.136	1.194	42.009	-288.793	1	-13	38
6.117	1.182	41.954	-287.631	1	-13	38
6.098	1.170	41.903	-286.468	1	-13	38
6.080	1.158	41.854	-285.305	1	-13	38
6.061	1.147	41.785	-284.183	1	-13	38
6.042	1.135	41.716	-283.031	1	-13	38
6.023	1.124	41.651	-281.878	1	-13	38
6.004	1.112	41.588	-280.725	1	-13	38
5.985	1.101	41.527	-279.571	1	-13	38
5.966	1.089	41.469	-278.417	1	-13	38
5.947	1.092	40.723	-277.889	8	-6	23
5.942	1.112	39.597	-278.732	13	10	38
5.939	1.134	38.461	-279.651	13	10	38
5.934	1.155	37.305	-280.494	13	10	38
5.925	1.175	36.057	-281.158	14	8	41
5.916	1.196	34.809	-281.821	14	8	41
5.907	1.215	33.583	-282.407	14	7	41
5.896	1.234	32.318	-282.963	14	6	41
5.885	1.254	31.053	-283.517	14	6	41
5.873	1.272	29.813	-283.970	14	5	41
5.860	1.290	28.537	-284.396	15	5	43
5.847	1.307	27.295	-284.802	14	5	41
5.832	1.324	26.036	-285.062	14	3	41
5.817	1.340	24.777	-285.319	14	3	41
5.802	1.356	23.552	-285.561	14	3	41
5.786	1.370	22.328	-285.682	14	1	41
5.769	1.385	21.103	-285.800	14	1	41
5.752	1.399	19.879	-285.915	14	1	41
5.736	1.413	18.689	-286.015	14	1	41
5.718	1.427	17.485	-286.046	14	0	41
5.701	1.441	16.281	-286.074	14	0	41
5.683	1.454	15.077	-286.100	14	0	41
5.666	1.468	13.874	-286.123	14	0	41
5.648	1.480	12.719	-286.102	13	0	38
5.630	1.493	11.543	-286.052	13	-1	38
5.612	1.505	10.368	-286.000	13	-1	38
5.593	1.518	9.194	-285.945	13	-1	38
5.575	1.530	8.020	-285.888	13	-1	38
5.558	1.543	6.869	-285.842	13	-1	38
5.539	1.556	5.685	-285.798	13	-1	38
5.521	1.568	4.502	-285.751	13	-1	38
5.503	1.581	3.319	-285.702	13	-1	38
5.485	1.594	2.136	-285.649	13	-1	38
5.467	1.607	0.954	-285.594	13	-1	38
5.449	1.620	-0.228	-285.537	13	-1	38
5.432	1.632	-1.385	-285.496	13	0	38
5.415	1.647	-2.572	-285.551	14	1	41
5.398	1.661	-3.791	-285.604	14	1	41
5.382	1.675	-5.009	-285.655	14	1	41
5.365	1.690	-6.227	-285.703	14	1	41
5.348	1.704	-7.445	-285.749	14	1	41
5.331	1.719	-8.662	-285.792	14	0	41
5.316	1.734	-9.863	-285.901	14	1	41
5.301	1.750	-11.112	-286.089	14	2	41
5.286	1.766	-12.362	-286.275	14	2	41
5.271	1.783	-13.611	-286.458	14	2	41
5.256	1.799	-14.860	-286.638	14	2	41
5.241	1.815	-16.109	-286.816	14	2	41
5.228	1.833	-17.340	-287.125	14	4	41
5.216	1.851	-18.610	-287.506	14	4	41
5.204	1.870	-19.880	-287.883	14	4	41
5.192	1.889	-21.151	-288.259	14	4	41
5.180	1.907	-22.421	-288.632	14	4	41
5.469	2.030	-19.141	-304.584	-37	182	533
5.449	2.039	-20.233	-304.283	12	-3	35
5.435	2.037	-20.578	-303.708	4	-7	20
5.443	2.017	-19.335	-303.074	-14	-7	41
5.451	1.996	-18.124	-302.456	-14	-7	41
5.460	1.976	-16.876	-301.876	-14	-7	41
5.469	1.956	-15.628	-301.294	-14	-7	41
5.478	1.936	-14.402	-300.775	-14	-6	41
5.489	1.917	-13.137	-300.270	-14	-6	41
5.500	1.898	-11.890	-299.832	-14	-5	41
5.512	1.880	-10.633	-299.484	-14	-4	41
5.526	1.862	-9.353	-299.195	-15	-3	43
5.540	1.846	-8.110	-298.955	-14	-3	41
5.555	1.829	-6.868	-298.728	-14	-3	41
5.570	1.813	-5.612	-298.558	-14	-2	41
5.586	1.799	-4.409	-298.465	-14	-1	41
5.604	1.785	-3.204	-298.473	-14	0	41
5.621	1.772	-1.998	-298.478	-14	0	41
5.639	1.758	-0.792	-298.480	-14	0	41
5.656	1.745	0.414	-298.480	-14	0	41
5.674	1.732	1.589	-298.477	-13	0	38
5.693	1.722	2.699	-298.714	-13	3	38
5.713	1.712	3.809	-298.948	-13	3	38
5.733	1.702	4.920	-299.181	-13	3	38
5.753	1.692	6.032	-299.410	-13	3	38
5.772	1.682	7.145	-299.637	-13	3	38
5.792	1.672	8.258	-299.861	-13	3	38
5.813	1.665	9.252	-300.241	-11	4	32
5.834	1.659	10.259	-300.654	-11	5	32
5.855	1.652	11.267	-301.065	-11	5	32
5.876	1.645	12.276	-301.473	-11	5	32
5.897	1.639	13.286	-301.879	-11	5	32
5.918	1.632	14.298	-302.283	-12	5	35
5.940	1.630	15.085	-302.937	-9	7	26
5.962	1.629	15.888	-303.614	-9	8	26
5.984	1.627	16.694	-304.289	-9	8	26
6.006	1.626	17.501	-304.962	-9	8	26
6.028	1.626	18.201	-305.695	-8	8	23
6.050	1.630	18.751	-306.599	-6	10	29
6.071	1.634	19.303	-307.503	-6	10	29
6.093	1.639	19.797	-308.417	-6	10	29
6.114	1.645	20.214	-309.424	-5	11	32
6.135	1.652	20.634	-310.430	-5	11	32
6.156	1.658	21.057	-311.436	-5	11	32
6.177	1.666	21.412	-312.449	-4	12	35
6.197	1.674	21.741	-313.513	-4	12	35
6.218	1.682	22.072	-314.575	-4	12	35
6.239	1.690	22.405	-315.637	-4	12	35
6.258	1.700	22.644	-316.715	-3	12	35
6.278	1.710	22.858	-317.837	-2	13	38
6.298	1.720	23.074	-318.959	-2	13	38
6.316	1.731	23.227	-320.076	-2	13	38
6.334	1.744	23.251	-321.278	0	14	41
6.352	1.757	23.278	-322.479	0	14	41
6.370	1.770	23.307	-323.679	0	14	41
6.388	1.784	23.340	-324.879	0	14	41
6.403	1.799	23.172	-326.095	2	14	41
6.418	1.815	22.985	-327.346	2	14	41
6.433	1.831	22.801	-328.598	2	14	41
6.448	1.847	22.620	-329.849	2	14	41
6.463	1.863	22.409	-331.071	2	14	41
6.475	1.881	22.032	-332.339	4	14	41
6.488	1.900	21.658	-333.607	4	14	41
6.500	1.918	21.286	-334.875	4	14	41
6.512	1.936	20.916	-336.143	4	14	41
6.522	1.955	20.421	-337.363	6	14	41
6.531	1.976	19.821	-338.606	7	14	41
6.539	1.996	19.224	-339.848	7	14	41
6.548	2.017	18.628	-341.089	7	14	41
6.554	2.038	17.904	-342.271	8	13	38
6.535	2.036	17.316	-341.551	7	-8	23
6.515	2.026	17.031	-340.430	3	-13	38
6.495	2.017	16.695	-339.377	4	-12	35
6.474	2.010	16.245	-338.365	5	-12	35
6.453	2.003	15.798	-337.352	5	-12	35
6.432	1.996	15.365	-336.364	5	-11	32
6.411	1.989	14.923	-335.349	5	-12	35
6.390	1.982	14.483	-334.332	5	-12	35
6.369	1.975	14.045	-333.315	5	-12	35
6.348	1.968	13.610	-332.297	5	-12	35
6.327	1.961	13.177	-331.277	5	-12	35
6.306	1.954	12.747	-330.257	5	-12	35
6.286	1.948	12.330	-329.262	5	-11	32
6.264	1.946	11.644	-328.436	8	-9	26
6.242	1.944	10.959	-327.609	8	-9	26
6.220	1.942	10.277	-326.781	8	-9	26
6.198	1.940	9.596	-325.951	8	-9	26
6.176	1.938	8.918	-325.119	8	-9	26
6.153	1.936	8.241	-324.285	8	-9	26
6.131	1.934	7.566	-323.450	8	-10	29
6.109	1.932	6.894	-322.614	8	-10	29
6.087	1.930	6.223	-321.776	8	-10	29
6.065	1.928	5.554	-320.936	8	-10	29
6.043	1.926	4.888	-320.094	8	-10	29
6.021	1.924	4.223	-319.251	8	-10	29
6.000	1.923	3.517	-318.488	8	-9	26
5.978	1.925	2.689	-317.806	9	-8	26
5.955	1.926	1.862	-317.123	9	-8	26
5.933	1.928	1.036	-316.437	9	-8	26
5.911	1.930	0.213	-315.750	9	-8	26
5.889	1.931	-0.610	-315.061	9	-8	26
5.867	1.933	-1.430	-314.369	9	-8	26
5.845	1.934	-2.249	-313.676	9	-8	26
5.823	1.936	-3.066	-312.981	9	-8	26
5.801	1.938	-3.882	-312.284	9	-8	26
5.779	1.939	-4.696	-311.585	9	-8	26
5.757	1.941	-5.508	-310.883	9	-8	26
5.734	1.943	-6.318	-310.181	9	-8	26
5.714	1.948	-7.244	-309.670	11	-6	32
5.692	1.954	-8.249	-309.218	11	-5	32
5.671	1.961	-9.254	-308.764	11	-5	32
5.650	1.967	-10.258	-308.307	11	-5	32
5.629	1.974	-11.260	-307.848	11	-5	32
5.608	1.980	-12.262	-307.387	11	-5	32
5.587	1.987	-13.262	-306.923	11	-5	32
5.566	1.993	-14.262	-306.456	11	-5	32
5.544	2.000	-15.260	-305.988	11	-5	32
5.523	2.006	-16.257	-305.517	11	-5	32
4.166	7.602	-297.537	-425.580	3200	1366	9375
4.188	7.598	-296.337	-426.697	-14	13	41
4.210	7.593	-295.137	-427.813	-14	13	41
4.231	7.589	-293.936	-428.928	-14	13	41
4.253	7.585	-292.734	-430.043	-14	13	41
4.275	7.581	-291.532	-431.157	-14	13	41
4.296	7.576	-290.329	-432.270	-14	13	41
4.318	7.572	-289.126	-433.382	-14	13	41
4.340	7.568	-287.922	-434.493	-14	13	41
4.361	7.563	-286.718	-435.604	-14	13	41
4.383	7.559	-285.513	-436.714	-14	13	41
4.405	7.555	-284.307	-437.823	-14	13	41
4.426	7.551	-283.101	-438.931	-14	13	41
4.448	7.546	-281.895	-440.038	-14	13	41
4.470	7.542	-280.688	-441.145	-14	13	41
4.492	7.538	-279.480	-442.250	-14	13	41
4.513	7.534	-278.272	-443.355	-14	13	41
4.535	7.529	-277.064	-444.459	-14	13	41
4.557	7.525	-275.855	-445.562	-14	13	41
4.578	7.521	-274.645	-446.664	-14	13	41
4.598	7.512	-273.413	-447.549	-14	10	41
4.618	7.502	-272.147	-448.450	-14	10	41
4.638	7.492	-270.880	-449.350	-14	10	41
4.657	7.482	-269.614	-450.248	-14	10	41
4.677	7.473	-268.348	-451.144	-14	10	41
4.697	7.463	-267.082	-452.038	-14	10	41
4.717	7.453	-265.816	-452.930	-14	10	41
4.737	7.444	-264.549	-453.820	-14	10	41
4.757	7.434	-263.283	-454.709	-14	10	41
4.777	7.424	-262.017	-455.596	-14	10	41
4.797	7.414	-260.751	-456.480	-14	10	41
4.816	7.405	-259.484	-457.363	-14	10	41
4.836	7.395	-258.218	-458.244	-14	10	41
4.856	7.385	-256.952	-459.124	-14	10	41
4.876	7.376	-255.685	-460.001	-14	10	41
4.896	7.366	-254.419	-460.876	-14	10	41
4.916	7.356	-253.153	-461.749	-14	10	41
4.934	7.345	-251.930	-462.513	-14	9	41
4.950	7.330	-250.703	-463.080	-14	6	41
4.967	7.315	-249.476	-463.644	-14	6	41
4.983	7.300	-248.248	-464.204	-14	6	41
4.999	7.285	-247.020	-464.762	-14	6	41
5.015	7.270	-245.792	-465.316	-14	6	41
5.032	7.255	-244.563	-465.868	-14	6	41
5.048	7.240	-243.334	-466.417	-14	6	41
5.064	7.225	-242.105	-466.962	-14	6	41
5.080	7.210	-240.875	-467.504	-14	6	41
5.096	7.195	-239.646	-468.044	-14	6	41
5.113	7.180	-238.416	-468.580	-14	6	41
5.129	7.165	-237.185	-469.113	-14	6	41
5.145	7.150	-235.986	-469.630	-14	6	41
5.161	7.135	-234.756	-470.157	-14	6	41
5.177	7.120	-233.524	-470.681	-14	6	41
5.193	7.105	-232.293	-471.202	-14	6	41
5.210	7.090	-231.061	-471.719	-14	6	41
5.224	7.074	-229.910	-472.087	-13	4	38
5.236	7.055	-228.790	-472.292	-13	2	38
5.248	7.037	-227.668	-472.493	-13	2	38
5.260	7.018	-226.546	-472.691	-13	2	38
5.272	7.000	-225.422	-472.885	-13	2	38
5.284	6.981	-224.298	-473.075	-13	2	38
5.296	6.962	-223.172	-473.261	-13	2	38
5.307	6.944	-222.046	-473.444	-13	2	38
5.319	6.925	-220.919	-473.623	-13	2	38
5.331	6.906	-219.790	-473.798	-13	2	38
5.343	6.888	-218.661	-473.970	-13	2	38
5.355	6.869	-217.531	-474.137	-13	2	38
5.367	6.851	-216.400	-474.301	-13	2	38
5.379	6.832	-215.267	-474.462	-13	2	38
5.391	6.813	-214.134	-474.618	-13	2	38
5.403	6.795	-213.001	-474.771	-13	2	38
5.415	6.776	-211.866	-474.919	-13	2	38
5.427	6.758	-210.730	-475.065	-13	2	38
5.439	6.739	-209.594	-475.206	-13	2	38
5.451	6.720	-208.456	-475.343	-13	2	38
5.461	6.701	-207.402	-475.362	-12	0	35
5.471	6.681	-206.338	-475.337	-12	0	35
5.480	6.661	-205.273	-475.308	-12	0	35
5.489	6.642	-204.246	-475.248	-12	-1	35
5.499	6.621	-203.190	-475.182	-12	-1	35
5.508	6.601	-202.133	-475.112	-12	-1	35
5.516	6.581	-201.109	-475.026	-12	-1	35
5.525	6.561	-200.061	-474.927	-12	-1	35
5.534	6.540	-199.011	-474.824	-12	-1	35
5.543	6.520	-197.991	-474.712	-12	-1	35
5.551	6.500	-196.955	-474.573	-12	-2	35
5.559	6.479	-195.918	-474.430	-12	-2	35
5.568	6.459	-194.906	-474.286	-12	-2	35
5.576	6.438	-193.866	-474.131	-12	-2	35
5.584	6.418	-192.852	-473.976	-12	-2	35
5.593	6.398	-191.789	-473.851	-12	-1	35
5.602	6.377	-190.725	-473.721	-12	-1	35
5.611	6.358	-189.664	-473.621	-12	-1	35
5.623	6.343	-188.632	-473.805	-12	2	35
5.644	6.349	-187.799	-475.014	-9	14	41
5.665	6.354	-186.936	-476.204	-10	14	41
5.686	6.358	-186.070	-477.385	-10	13	38
5.708	6.363	-185.167	-478.594	-10	14	41
5.729	6.367	-184.265	-479.760	-10	13	38
5.751	6.370	-183.300	-480.936	-11	13	38
5.773	6.373	-182.334	-482.112	-11	13	38
5.795	6.377	-181.366	-483.287	-11	13	38
5.817	6.380	-180.397	-484.461	-11	13	38
5.839	6.383	-179.425	-485.635	-11	13	38
5.861	6.386	-178.452	-486.808	-11	13	38
5.882	6.387	-177.434	-487.905	-12	12	35
5.904	6.388	-176.372	-489.020	-12	13	38
5.927	6.388	-175.308	-490.134	-12	13	38
5.949	6.389	-174.244	-491.246	-12	13	38
5.971	6.390	-173.178	-492.358	-12	13	38
5.993	6.391	-172.111	-493.469	-12	13	38
6.015	6.391	-171.042	-494.579	-12	13	38
