x	y	theta1	theta2	steps1	steps2	interval
4.325	1.569	148.282	24.885	537	507	1573
4.736	5.164	129.173	43.184	217	-208	635
6.477	5.010	117.937	31.096	128	138	404
6.078	2.927	128.306	18.027	-118	149	436
4.007	3.774	141.082	40.024	-145	-250	732
3.754	5.696	132.247	53.488	101	-153	448
3.051	4.927	140.911	54.003	-99	-6	290
5.960	1.460	132.808	7.463	92	530	1552
9.415	6.446	89.034	31.229	498	-270	1458
0.530	6.500	141.468	83.828	-597	-598	1751
